Gene_name,Ensmbl,Hevin_logFC,Hevin_logCPM,Hevin_F,Hevin_PValue,Hevin_adjP,LPS_logFC,LPS_logCPM,LPS_F,LPS_PValue,LPS_adjP
2410002F23Rik,ENSMUSG00000045411,-0.241960646,4.534906578,4.087914259,0.065355379,0.262885912,-0.031204664,4.534906578,0.067752758,0.798917109,0.88957511
2410003L11Rik,ENSMUSG00000085860,-0.4817613,0.19523618,0.563452925,0.466903511,0.748538474,-1.150639438,0.19523618,2.896550143,0.113732425,0.246281935
2410004B18Rik,ENSMUSG00000036873,-0.306403194,4.269518093,9.304475827,0.009764397,0.077629361,0.071569494,4.269518093,0.507902902,0.489266142,0.667206131
2410004P03Rik,ENSMUSG00000071398,-0.507926416,0.900214415,1.265082921,0.2820305,0.595730027,-0.330343946,0.900214415,0.524290097,0.482479723,0.661362901
2410006H16Rik,ENSMUSG00000086841,-0.275296174,3.705802784,2.633181068,0.129831786,0.392602539,-0.254200201,3.705802784,2.220501636,0.161225278,0.317451154
2410015M20Rik,None,-0.092182841,3.195690855,0.496881286,0.493925264,0.767612417,-0.180030128,3.195690855,1.863198869,0.196554703,0.365346023
2410016O06Rik,None,-0.587027718,4.426418334,24.32149405,0.000316696,0.006832458,-0.60737408,4.426418334,25.77508924,0.000247076,0.002385608
2410021H03Rik,ENSMUSG00000100572,-0.155478705,-0.509017656,0.088759764,0.770701702,0.910471071,-0.395619245,-0.509017656,0.547723957,0.473054398,0.653534764
2410089E03Rik,None,0.117969631,5.338674337,0.967655261,0.344104395,0.653299648,-0.064240906,5.338674337,0.284630074,0.603131455,0.757613553
2410127L17Rik,None,-0.079757272,3.483966608,0.121860824,0.732891873,0.896515828,-0.218869451,3.483966608,0.91257191,0.357719185,0.545640897
2410131K14Rik,None,-0.234462907,4.96854338,4.786160264,0.048552175,0.218237149,-0.211990894,4.96854338,3.885228137,0.071491008,0.176584127
2500002B13Rik,ENSMUSG00000096917,0.131717791,0.852635911,0.14081161,0.713827029,0.887597076,1.872515009,0.852635911,28.95261398,0.000148373,0.001624618
2500004C02Rik,ENSMUSG00000073236,-0.492859924,0.9151104,2.813930328,0.118502336,0.372490807,-0.46170858,0.9151104,2.469719024,0.141260137,0.288573145
2510002D24Rik,ENSMUSG00000071632,-0.269546987,1.401888914,1.250947952,0.2846093,0.599028043,-0.911646332,1.401888914,13.44050205,0.003075396,0.016115077
2510009E07Rik,ENSMUSG00000043391,0.728316919,7.812314536,21.85943355,0.000494178,0.00954658,-0.619978772,7.812314536,15.74683331,0.001759602,0.010417905
2510039O18Rik,ENSMUSG00000044496,-0.028634472,6.485163427,0.075952044,0.787407115,0.916937303,-0.291692507,6.485163427,7.808824947,0.015803651,0.056531583
2610001J05Rik,None,-0.192840743,5.1828927,4.988874924,0.044680066,0.207145059,-0.199098501,5.1828927,5.284275261,0.039676357,0.113816119
2610002M06Rik,ENSMUSG00000031242,0.061658806,4.042804883,0.203755544,0.659513666,0.863228387,0.254025245,4.042804883,3.431110179,0.087968406,0.204565584
2610005L07Rik,ENSMUSG00000071793,0.021800983,5.05781884,0.027271238,0.871500286,0.953391939,0.009824615,5.05781884,0.005495616,0.942089666,0.973073294
2610008E11Rik,ENSMUSG00000060301,0.027921794,3.590572224,0.031098493,0.862873412,0.948757178,-0.773730893,3.590572224,22.87424167,0.000409751,0.003482285
2610015P09Rik,None,0.291835344,0.8363033,0.80198929,0.38758403,0.692535048,-0.07625866,0.8363033,0.053574847,0.820737936,0.902886241
2610020C07Rik,ENSMUSG00000097537,0.243789251,0.871555236,0.431775585,0.523150087,0.785973312,0.453799403,0.871555236,1.493171762,0.244486855,0.423627665
2610020H08Rik,None,0.412087041,2.548941832,6.752117079,0.022804268,0.135290439,0.145753883,2.548941832,0.827355963,0.380409788,0.568223647
2610035D17Rik,ENSMUSG00000087259,0.715190967,0.04333109,1.568000458,0.23364267,0.544000182,-0.308844667,0.04333109,0.2825212,0.604462102,0.758138277
2610042L04Rik,ENSMUSG00000079388,-0.394881909,-0.682594576,0.47962163,0.501381101,0.77140859,1.05270903,-0.682594576,3.604890656,0.081167976,0.1932957
2610044O15Rik8,ENSMUSG00000071302,0.598776272,1.614558598,1.659194076,0.221272537,0.53059432,-0.372210821,1.614558598,0.605745652,0.451016765,0.634013417
2610203C22Rik,ENSMUSG00000079671,0.054626529,0.403502417,0.023157214,0.881501413,0.958233088,0.072443941,0.403502417,0.039803416,0.845105566,0.915767198
2610301B20Rik,None,0.772115859,2.806837195,10.6783551,0.006483548,0.059425336,-0.160089798,2.806837195,0.446007976,0.516496641,0.689911597
2610305D13Rik,None,0.251645232,-0.334970273,0.159394612,0.696517499,0.879859348,0.208253681,-0.334970273,0.107502642,0.748485271,0.857121147
2610306M01Rik,ENSMUSG00000100164,1.035560436,-0.000143155,5.900218165,0.031230527,0.16537622,-0.04437249,-0.000143155,0.010374644,0.920502517,0.959500151
2610307P16Rik,ENSMUSG00000085936,1.182542847,-1.523939695,1.660420277,0.221112162,0.530472192,0.42968267,-1.523939695,0.193169223,0.667867588,0.802998396
2610318N02Rik,ENSMUSG00000049916,-0.610646686,-1.110809618,1.365181366,0.264654196,0.577966282,-1.536768595,-1.110809618,7.286070173,0.01889024,0.064600888
2610507B11Rik,ENSMUSG00000010277,-0.341622429,8.548059532,7.71844453,0.016292163,0.108821471,-0.408823919,8.548059532,11.02516653,0.005872531,0.026602017
2610507I01Rik,ENSMUSG00000085882,0.722019978,2.420797279,10.43218215,0.006962615,0.062354888,-1.107707457,2.420797279,22.35277288,0.000450835,0.003739638
2610524H06Rik,ENSMUSG00000072694,0.088989471,0.193791927,0.033561654,0.857609118,0.946425683,-0.538432589,0.193791927,1.172331119,0.299565488,0.485779164
2610528A11Rik,ENSMUSG00000096001,-0.001203493,0.182722293,8.84E-06,0.997674892,0.999228574,0.285276325,0.182722293,0.545201652,0.474053629,0.654439743
2700029M09Rik,None,-0.118146174,4.551750551,1.544977463,0.236909741,0.54698389,0.010885684,4.551750551,0.013053665,0.910870001,0.953537204
2700038G22Rik,ENSMUSG00000097180,-0.273791615,3.043234907,3.454951947,0.086995483,0.313658164,0.75096862,3.043234907,26.22723457,0.000229175,0.00226081
2700046G09Rik,ENSMUSG00000097787,0.129066209,-0.944045552,0.050114749,0.82651629,0.931695257,0.29177826,-0.944045552,0.239253751,0.633298741,0.778381225
2700049A03Rik,ENSMUSG00000034601,0.504200579,2.631485677,12.32076193,0.004114685,0.043387698,-0.249140611,2.631485677,2.910254638,0.112964302,0.245093094
2700060E02Rik,None,0.077195518,2.945525046,0.124048788,0.730608348,0.895807365,-0.200257365,2.945525046,0.813160958,0.384399285,0.571820971
2700062C07Rik,ENSMUSG00000024273,0.23112043,1.418674819,0.889889896,0.363557165,0.670873698,-0.15234934,1.418674819,0.375705726,0.551007323,0.718840614
2700081O15Rik,None,-0.036813647,5.135628746,0.144570118,0.710223909,0.886307784,0.088596613,5.135628746,0.834283808,0.378485486,0.566617672
2700094K13Rik,None,0.016828217,1.500192912,0.002374462,0.961913204,0.985706828,-0.295943961,1.500192912,0.713889638,0.414189842,0.600232658
2700097O09Rik,ENSMUSG00000062198,0.065666999,1.76106716,0.063680293,0.80491281,0.92336664,-0.493857635,1.76106716,3.424473915,0.08824157,0.20498216
2700099C18Rik,ENSMUSG00000098090,-0.393340128,0.111041647,0.941416305,0.350493141,0.660000099,-0.510392391,0.111041647,1.526689119,0.23954837,0.417959306
2810001G20Rik,ENSMUSG00000087497,-0.20287201,-0.498041697,0.127744822,0.72680215,0.893620644,-0.136308899,-0.498041697,0.057201097,0.814890196,0.899443149
2810002D19Rik,ENSMUSG00000045464,-0.2138794,2.295525477,1.599959632,0.229205843,0.539361047,-0.045057425,2.295525477,0.070298047,0.79526751,0.887284959
2810004N23Rik,ENSMUSG00000031984,0.087390623,3.29163638,0.391864019,0.542692971,0.798964123,-0.138510746,3.29163638,0.967342667,0.344179501,0.53280828
2810006K23Rik,None,0.14353344,1.668805931,0.266161863,0.615009476,0.840991237,-0.431327233,1.668805931,2.303196155,0.154227982,0.307377891
2810013P06Rik,ENSMUSG00000099881,0.692803675,1.968775354,9.799654785,0.008396509,0.070943424,-0.203823767,1.968775354,0.819927659,0.382489621,0.569562885
2810021J22Rik,ENSMUSG00000020491,0.078299553,1.557010984,0.074411371,0.789516796,0.917836218,-0.529960596,1.557010984,3.242371732,0.096157728,0.218473363
2810025M15Rik,ENSMUSG00000049881,0.185768182,2.716786663,1.028560437,0.329912664,0.640317678,-0.44808171,2.716786663,5.770573128,0.032815169,0.099099766
2810047C21Rik1,ENSMUSG00000092574,0.105597038,-0.756036052,0.032421022,0.860021119,0.947191485,0.139903809,-0.756036052,0.055108312,0.818240233,0.901502593
2810403A07Rik,None,-0.297946569,7.366806164,22.02936916,0.000478722,0.009281461,0.25699227,7.366806164,16.41612978,0.001510312,0.009309642
2810417H13Rik,None,-0.026765994,1.284783503,0.002238748,0.963016747,0.986397945,0.653604006,1.284783503,1.338761325,0.269095157,0.452569128
2810428I15Rik,None,-0.164289872,2.523149144,0.987445958,0.339397471,0.648831375,-0.438615535,2.523149144,6.86350961,0.021914169,0.072142616
2810459M11Rik,ENSMUSG00000026227,0.233403194,-0.474188117,0.137835488,0.716719557,0.888276088,0.197803899,-0.474188117,0.095494593,0.762444812,0.865811012
2810468N07Rik,None,-0.167781048,-0.220514853,0.063663832,0.804937455,0.92336664,-0.208078283,-0.220514853,0.095685227,0.762215834,0.865753823
2810474O19Rik,None,0.101749878,9.387070644,0.39302305,0.542105912,0.798899758,1.302898014,9.387070644,62.29769904,3.55E-06,0.00010014
2900011O08Rik,None,0.02043851,-0.018971364,0.000743352,0.978683456,0.991887478,0.397735622,-0.018971364,0.277516987,0.607645635,0.760459177
2900026A02Rik,ENSMUSG00000051339,0.372444215,4.746392148,3.441234915,0.087553631,0.314461442,-1.258588259,4.746392148,36.50609597,5.11E-05,0.000721228
2900076A07Rik,ENSMUSG00000097277,0.411232513,1.507334921,3.870694572,0.071957127,0.279393482,-0.031414097,1.507334921,0.02188653,0.884772153,0.938875846
2900092D14Rik,None,-0.45911889,-0.417474414,0.36093493,0.558828768,0.810162425,-0.004388807,-0.417474414,2.83E-05,0.995842742,0.997950383
2900097C17Rik,None,-0.106947456,8.77741918,1.470408017,0.24791876,0.559693634,0.554836299,8.77741918,39.29796128,3.60E-05,0.000552178
3000002C10Rik,ENSMUSG00000070282,0.111923335,-0.746817352,0.046735494,0.832366331,0.934700658,-1.295572908,-0.746817352,5.201268608,0.041011709,0.116710601
3010026O09Rik,None,0.020430729,2.405725776,0.016794854,0.898969162,0.963428852,0.66348521,2.405725776,17.72000058,0.001133563,0.007438241
3100003L05Rik,ENSMUSG00000086254,0.447541404,-0.84285667,0.203046399,0.660064928,0.863232712,0.543814875,-0.84285667,0.334940866,0.573145299,0.734865161
3110001I22Rik,None,-0.277218566,3.750870104,4.206845845,0.062050401,0.25495193,0.570903364,3.750870104,17.92682297,0.001084452,0.00719718
3110002H16Rik,None,-0.189499812,6.358206049,3.393381444,0.089535255,0.317699399,0.121706986,6.358206049,1.397178247,0.259408029,0.441330542
3110021N24Rik,ENSMUSG00000094958,0.460765922,0.50681888,0.660373348,0.43178138,0.724752747,-0.284886883,0.50681888,0.241138419,0.631976628,0.777759393
3110035E14Rik,None,0.198092937,0.909533587,0.188031221,0.672021911,0.868224843,0.918171234,0.909533587,4.046074769,0.066568208,0.167700678
3110039I08Rik,None,0.029689771,0.887052355,0.002587084,0.960246031,0.98503781,0.175921051,0.887052355,0.089014476,0.770383289,0.870881086
3110040N11Rik,ENSMUSG00000025102,0.051912194,1.367254382,0.045322892,0.83487753,0.935786184,-0.077232691,1.367254382,0.09818598,0.759235086,0.863847891
3110043O21Rik,None,0.441642548,6.58689887,32.74436202,8.49E-05,0.002641741,1.748413124,6.58689887,491.2178154,2.46E-11,1.63E-08
3110052M02Rik,None,-0.091592783,2.592468503,0.23856781,0.633781556,0.851806239,-0.944741827,2.592468503,23.7357779,0.000351038,0.003104888
3110056K07Rik,ENSMUSG00000085622,-0.17146135,3.609777849,0.979356663,0.341310006,0.65088818,0.620539466,3.609777849,12.87263241,0.003558351,0.01801601
3110057O12Rik,None,-0.255726231,0.424414856,0.415105458,0.531148494,0.791984233,-1.15566991,0.424414856,7.896584457,0.015345721,0.05523674
3110062M04Rik,None,0.077226807,2.702470969,0.247267739,0.627721229,0.848166106,0.433610169,2.702470969,7.750793903,0.016115297,0.057266015
3110082I17Rik,ENSMUSG00000053553,0.375473292,2.267018295,3.665210002,0.078958002,0.297210595,-0.481537031,2.267018295,5.732376657,0.033300115,0.100258708
3300002I08Rik,ENSMUSG00000063364,0.352269309,-1.442829281,0.228599684,0.640897951,0.853532209,-0.681433294,-1.442829281,0.753188965,0.401981942,0.588471565
3300005D01Rik,ENSMUSG00000096965,0.915197371,-0.87300987,3.411467942,0.088779928,0.316486624,-0.456914095,-0.87300987,0.760622241,0.399736044,0.586180094
3632451O06Rik,None,-0.790968918,-1.329572598,0.790272079,0.390967819,0.694873216,-0.797478586,-1.329572598,0.737583587,0.406761316,0.593013465
3830403N18Rik,ENSMUSG00000031125,0.078765321,0.552409157,0.055722656,0.817249928,0.927445994,-0.091346117,0.552409157,0.072981521,0.791495931,0.885108951
3830406C13Rik,ENSMUSG00000033111,0.181637435,1.375872924,0.373517537,0.552152384,0.80578561,-0.682300777,1.375872924,5.027948957,0.043976715,0.123306097
3930402G23Rik,ENSMUSG00000038917,-0.572879107,2.088992431,2.542217222,0.13604265,0.401909017,-0.147887452,2.088992431,0.170923495,0.68636546,0.815328826
4430402I18Rik,None,-1.653858818,-1.544310189,4.292760215,0.059787585,0.248563815,-0.340754493,-1.544310189,0.209793521,0.654866623,0.793159975
4632404H12Rik,ENSMUSG00000042579,0.078898883,2.08661879,0.197753716,0.664216668,0.865058179,-0.705706592,2.08661879,14.99363478,0.002099668,0.011949616
4632415L05Rik,ENSMUSG00000048106,0.425391882,3.381998971,10.15882983,0.007543942,0.065923356,-0.380219999,3.381998971,7.867841546,0.015493961,0.055656543
4632427E13Rik,ENSMUSG00000074024,-0.795781429,0.261599597,4.486025826,0.055049496,0.236128237,-0.251384999,0.261599597,0.450764724,0.514307556,0.687998728
4632428N05Rik,None,-0.238570367,6.295752742,3.31322097,0.092978753,0.324299364,-0.350190891,6.295752742,7.103346875,0.020133173,0.067705012
4732471J01Rik,ENSMUSG00000053714,-0.250346705,-0.035266689,0.279426945,0.606426221,0.837647401,-0.855120884,-0.035266689,2.955456148,0.110475728,0.241568055
4732491K20Rik,ENSMUSG00000097350,-0.604323055,-0.68905391,1.24812674,0.285127897,0.599919657,-1.558256872,-0.68905391,7.149007693,0.019813759,0.066893864
4831440E17Rik,None,-0.215429137,-0.80227927,0.199773127,0.662624722,0.864286008,-1.193764943,-0.80227927,5.360616212,0.038493712,0.111279735
4833418N02Rik,ENSMUSG00000085287,0.139897199,-0.055673093,0.037257701,0.850072484,0.942645007,-0.388744843,-0.055673093,0.277552541,0.607622886,0.760459177
4833419F23Rik,ENSMUSG00000117401,-0.26349442,-0.305094858,0.333699613,0.573847571,0.818873163,0.362376606,-0.305094858,0.635303383,0.440439114,0.624683409
4833420G17Rik,ENSMUSG00000062822,0.427311737,4.784689735,15.17864971,0.002009515,0.025937854,-0.04030383,4.784689735,0.133477618,0.721020391,0.838346194
4833422C13Rik,ENSMUSG00000074782,0.367637228,-1.335263798,0.15144002,0.703775345,0.883806658,-1.103836931,-1.335263798,0.993630984,0.337945635,0.527260459
4833427F10Rik,ENSMUSG00000092171,0.298535169,3.345176645,2.734655951,0.123313817,0.380944597,-0.766608871,3.345176645,17.18699616,0.001272553,0.008137291
4833427G06Rik,None,0.581686652,-0.88415535,0.592844289,0.455765987,0.740976433,-0.674290553,-0.88415535,0.76614905,0.398078751,0.584516119
4833439L19Rik,ENSMUSG00000025871,0.126296613,6.712689107,3.913105032,0.070607112,0.275845786,0.045773049,6.712689107,0.512472373,0.4873571,0.665711748
4921504A21Rik,ENSMUSG00000097626,-1.169387406,-0.957941111,2.675346143,0.127072682,0.387534368,0.204542309,-0.957941111,0.089803284,0.769400361,0.870241085
4921507L20Rik,None,-0.104557033,0.227224648,0.075905406,0.787470636,0.916937303,0.033066573,0.227224648,0.007444032,0.932624846,0.967558353
4921507P07Rik,ENSMUSG00000029828,0.801486035,-0.867972981,1.079690554,0.318640055,0.630215592,-0.198384229,-0.867972981,0.05469115,0.818916022,0.901813624
4921524J17Rik,ENSMUSG00000036934,-0.234537652,3.437407013,1.589272427,0.230677008,0.540572624,0.408771804,3.437407013,4.847140077,0.047346648,0.13046572
4921531C22Rik,ENSMUSG00000085704,0.24309802,-1.223418844,0.193332046,0.667737031,0.86633715,-0.818240099,-1.223418844,1.860819225,0.196821744,0.36562336
4921533I20Rik,ENSMUSG00000117460,0.392575935,1.849950478,1.830438858,0.200272647,0.502790843,0.315983706,1.849950478,1.166678328,0.300682717,0.486993471
4921536K21Rik,ENSMUSG00000020434,0.173648367,0.599279173,0.277597922,0.607593852,0.837839943,-0.429604315,0.599279173,1.622721646,0.226113601,0.401510965
4930402H24Rik,None,-0.333196201,6.752210997,5.739999669,0.033202656,0.171227175,-0.071238279,6.752210997,0.262495239,0.617430297,0.767617472
4930404I05Rik,ENSMUSG00000087354,-0.047437754,1.066200184,0.025518613,0.875658908,0.955619094,0.071666463,1.066200184,0.057243583,0.814822865,0.899443149
4930404N11Rik,ENSMUSG00000020234,0.039950279,5.82233064,0.030934696,0.863231002,0.948817081,-1.277042204,5.82233064,29.99900822,0.000126554,0.00144558
4930413G21Rik,ENSMUSG00000108452,-0.09966268,-0.953898632,0.014828728,0.905033347,0.964957464,0.656577956,-0.953898632,0.613982813,0.448027275,0.631189842
4930427A07Rik,None,0.750885843,1.233166921,4.092903147,0.065212547,0.262529248,-0.719104361,1.233166921,3.47306726,0.086264991,0.202156201
4930430F08Rik,ENSMUSG00000046567,0.576236224,1.492911125,6.323258509,0.026655052,0.150296805,-0.529865937,1.492911125,5.014226594,0.044222209,0.123783191
4930432J09Rik,ENSMUSG00000115727,-1.02185678,2.027876556,7.161992437,0.01972402,0.123837209,0.170847071,2.027876556,0.207631887,0.656520801,0.794479775
4930447K03Rik,ENSMUSG00000113591,0.747150538,-0.860720687,1.993766927,0.182591962,0.478497689,2.080818322,-0.860720687,15.88521456,0.001704347,0.010174349
4930453N24Rik,ENSMUSG00000059920,0.021290658,4.822313555,0.040895479,0.843025713,0.938768334,0.384018439,4.822313555,13.27110397,0.00321097,0.016669302
4930455C13Rik,ENSMUSG00000112654,-0.223419581,-0.518201071,0.184685921,0.674763499,0.869603478,0.383174668,-0.518201071,0.562151268,0.467407356,0.64846583
4930473A02Rik,ENSMUSG00000060029,-0.256108476,2.63488696,1.875587508,0.195172011,0.495546745,-0.343245734,2.63488696,3.302124466,0.093468073,0.214068239
4930479D17Rik,ENSMUSG00000085238,0.623478892,-0.691519965,0.978388925,0.341539854,0.65088818,0.271162853,-0.691519965,0.169663792,0.6874547,0.816160447
4930480K23Rik,None,0.305459486,-1.161241123,0.116079156,0.739039805,0.898523588,1.792213788,-1.161241123,4.051113042,0.066420732,0.167445192
4930481A15Rik,ENSMUSG00000086938,-0.029797434,3.443417798,0.016682494,0.899305653,0.963486216,-0.242246378,3.443417798,1.06938354,0.320867668,0.508748965
4930486L24Rik,ENSMUSG00000050345,2.040237919,3.497837782,135.2129056,5.03E-08,1.28E-05,-0.611979899,3.497837782,11.65115986,0.004931948,0.023231438
4930487H11Rik,None,-0.280282069,2.621751707,1.81937059,0.20154937,0.504341661,0.780324529,2.621751707,14.30868031,0.002477138,0.013638795
4930503E24Rik,ENSMUSG00000112364,-0.147985512,5.300741944,2.739349215,0.123022301,0.380529095,0.060947483,5.300741944,0.463466492,0.508544325,0.682948189
